name,url,price,ram,rom,image,category
điện thoại vsmart aris 8gb/128gb xám nhật thực,https://www.nguyenkim.com/dien-thoai-vsmart-aris-8gb-128gb-xam-nhat-thuc.html,6390000,,,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vsmart
điện thoại vsmart aris (6gb/64gb) lục cực quang,https://www.nguyenkim.com/dien-thoai-vsmart-aris-6gb-64gb-luc-cuc-quang.html,4990000, 6gb , 64gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vsmart
điện thoại samsung galaxy a31 trắng,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a31-trang.html,5190000, 6 gb , 128 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,samsung
điện thoại xiaomi redmi note 9s 4gb/64gb xanh,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-note-9s-4gb-64gb-xanh.html,4590000, 4 gb , 64 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,xiaomi
điện thoại xiaomi redmi note 9s 4gb/64gb trắng,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-note-9s-4gb-64gb-trang.html,4590000, 4 gb , 64 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,xiaomi
oppo a31 (4gb/128gb) trắng,https://www.nguyenkim.com/oppo-a31-4gb-128gb-trang.html,3990000, 4 gb , 128 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,oppo
điện thoại samsung galaxy a21s 3gb/32gb trắng,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a21s-trang.html,4390000, 3 gb , 32 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,samsung
điện thoại samsung galaxy a21s 3gb/32gb đen,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a21s-den.html,4390000, 3 gb , 32 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,samsung
điện thoại vivo y30 4gb/128gb xanh dương,https://www.nguyenkim.com/dien-thoai-vivo-y30-xanh-duong.html,3790000, 4 gb , 128 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vivo
điện thoại oppo a15s xanh,https://www.nguyenkim.com/dien-thoai-oppo-a15s-xanh.html,3690000, 4gb , 64gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,oppo
điện thoại vivo y20 (4gb/64gb) trắng tinh sương,https://www.nguyenkim.com/dien-thoai-vivo-y20-4gb-64gb-trang-tinh-suong.html,3490000, 4 gb , 64 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vivo
điện thoại realme c15 xanh hải dương,https://www.nguyenkim.com/dien-thoai-realme-c15-xanh-hai-duong.html,3390000, 4 gb , 64 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,realme
điện thoại oppo a12 4gb/64gb xanh,https://www.nguyenkim.com/dien-thoai-oppo-a12-4gb-64gb-xanh.html,3290000, 4 gb , 64 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,oppo
điện thoại realme c12 đỏ san hô,https://www.nguyenkim.com/dien-thoai-realme-c12-do-san-ho.html,3190000, 3gb , 32gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,realme
điện thoại xiaomi redmi 9 4gb/64gb xanh lá,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-9-4gb-64gb-xanh-la.html,3290000, 4gb , 64gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,xiaomi
điện thoại vivo y11 đỏ san hô,https://www.nguyenkim.com/vivo-y11-do-san-ho.html,2790000, 3gb , 32gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vivo
điện thoại samsung galaxy a11 đen,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a11-den.html,2790000, 3 gb , 32 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,samsung
điện thoại vivo y11 xanh ngọc bích,https://www.nguyenkim.com/vivo-y11-xanh-ngoc-bich.html,2790000, 3gb , 32gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vivo
điện thoại nokia 3.4 4gb/64gb xanh,https://www.nguyenkim.com/dien-thoai-nokia-3.4-4gb-64gb-xanh.html,2790000, 4 gb , 64 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,nokia
điện thoại oppo a12 3gb/32gb xanh đam mê,https://www.nguyenkim.com/dien-thoai-oppo-a12-3gb-32gb-xanh-dam-me.html,2690000, 3 gb , 32 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,oppo
điện thoại xiaomi redmi 9c 3gb/64gb cam,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-9c-3gb-64gb-cam.html,2740000, 3 gb , 64 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,xiaomi
điện thoại nokia 2.4 xanh,https://www.nguyenkim.com/dien-thoai-nokia-2.4-xanh.html,2190000, 2gb , 32gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,nokia
điện thoại nokia 2.4 tím,https://www.nguyenkim.com/dien-thoai-nokia-2.4-tim.html,2190000, 2 gb , 32 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,nokia
nokia 230 dual sim (không kèm thẻ nhớ),https://www.nguyenkim.com/nokia-230-dual-sim-den-no-card.html,1200000,,,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,nokia
điện thoại nokia 150 xanh,https://www.nguyenkim.com/dien-thoai-nokia-150-xanh.html,659000, 4 mb , 4 mb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,nokia
điện thoại oppo a12 3gb/32gb bạc,https://www.nguyenkim.com/dien-thoai-oppo-a12-3gb-32gb-bac.html,2690000, 3 gb , 32 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,oppo
điện thoại vsmart aris 8gb/128gb lục cực quang,https://www.nguyenkim.com/dien-thoai-vsmart-aris-8gb-128gb-luc-cuc-quang.html,6390000,,,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vsmart
điện thoại iphone 12 pro 256gb xanh,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-256gb-xanh.html,30990000, 6 gb , 256 gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,iphone
điện thoại vsmart live 4 (6gb/64gb) trắng tinh thạch,https://www.nguyenkim.com/dien-thoai-vsmart-live-4-6gb-64gb-trang-tinh-thach.html,3990000, 6gb , 64gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vsmart
điện thoại vsmart joy 4 (3gb/64gb) trắng ngọc trai,https://www.nguyenkim.com/dien-thoai-vsmart-joy-4-3gb-64gb-trang-ngoc-trai.html,2690000, 3gb , 64gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vsmart
điện thoại vivo y11 xanh ngọc trai,https://www.nguyenkim.com/dien-thoai-vivo-y11-xanh-ngoc-trai.html,2790000, 3gb , 32gb ,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,vivo
